,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
24,Navy Camp Campground,https://www.fs.usda.gov/r05/mendocino/recreation/navy-camp-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,5/21/2024,"Overnight Use:
Single Site: $16 per night
Additional Vehicle Fee: $3 per vehicle per night
Pet Fee:$1 per pet per night
$16 per camp unit, plus $3 per additional vehicle and $1 per pet per night.",,,39.44204,-122.957959,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
25,North Fork Campground,https://www.fs.usda.gov/r05/mendocino/recreation/north-fork-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,$5,,,39.37910039,-122.6482333,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
26,Oak Flat Campground,https://www.fs.usda.gov/r05/mendocino/recreation/oak-flat-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,5/21/24,"Overnight Use:
Summer: $10 per night
Winter: $5 per night
$10 summer / $5 winter",,,39.443016,-122.954402,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
27,Old Mill Campground,https://www.fs.usda.gov/r05/mendocino/recreation/old-mill-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,No fee,,,39.308369,-122.646248,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
28,Penny Pines Campground,https://www.fs.usda.gov/r05/mendocino/recreation/penny-pines-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"Overnight Use:
Single Site: $6 per night
$6",,,39.300577,-122.93025,From Upper Lake the campground is about 10 miles on County Road 301 (Elk Mountain Road).,Restrooms are available at this site.,Potable water is not available at this site.,,,False
29,Pine Mountain Lookout,https://www.fs.usda.gov/r05/mendocino/recreation/pine-mountain-lookout,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,May 1,"Overnight Use:
$50 per night
The minimum stay is two nights and the maximum is 7 days. The cost is $50.00 per night. Check in time is 2 pm; check out time is 12:00 noon.",,,39.366994,-123.020321,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
30,Plaskett Meadows Campground,https://www.fs.usda.gov/r05/mendocino/recreation/plaskett-meadows-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"Overnight Use:
Single Site: $10 per night
May - September (Memorial Day-Labor Day): $10/night
Off-season: $0",,,39.728846,-122.845996,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
31,South Fork Campground,https://www.fs.usda.gov/r05/mendocino/recreation/south-fork-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"Overnight Use:
Single Site: $5 per night
$5",,,39.361447,-122.65351,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
32,Sugar Spring Campground,https://www.fs.usda.gov/r05/mendocino/recreation/sugar-spring-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"No fees are required for this site
No fee",,,39.860385,-122.915769,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
33,Sugarfoot Glade Campground,https://www.fs.usda.gov/r05/mendocino/recreation/sugarfoot-glade-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,No fees are required for this site,,,39.884743,-122.776948,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
34,Sunset Campground,https://www.fs.usda.gov/r05/mendocino/recreation/sunset-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,5/21/24,"Overnight Use:
Single Site: $16 per night
Additional Vehicle Fee: $3 per vehicle per night
$1 per pet per night
Boating launch fee: $5
$16 per camp unit, plus $3 per additional vehicle and $1 per pet per night.",,,39.438669,-122.940023,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
35,Sycamore Grove Campground,https://www.fs.usda.gov/r05/mendocino/recreation/sycamore-grove-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"Overnight Use:
Single Site: $16 per night
Double Site: $30 per night
Group Site: $30 per night (16 people max)
Expanded Site (Electric + Water): $25 per night
19 of these sites ( $16 per night), 1 double site ($30 per night), and 10 expanded sites, which include electricity & potable water ($25 per night ); all sites accept Senior and Access passes. One large family site ($30 per night) with tables & grills; up to 16 people at this site.",,,40.15586,-122.202204,"Arriving from the South, take the Lassen, Highway 36 exit at Red Bluff or coming from the Redding area heading South on I-5 take the Antelope Blvd - Lassen Highway 36 exit, there will be a Forest Service sign on right. Take the first road to the right which is Sale Lane (at the lights).",Restrooms are available at this site.,Potable water is not available at this site.,,,True
36,Three Prong Campground,https://www.fs.usda.gov/r05/mendocino/recreation/three-prong-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"No fees are required for this site
No fee",,,39.920628,-122.791686,"Located 25 miles west of Paskenta. 60 miles west of Red Bluff at 5,800 feet elevation. From Paskenta take Road M-2 to Road #24N01, then right on Road #24N13 to campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
37,Wells Cabin Campground,https://www.fs.usda.gov/r05/mendocino/recreation/wells-cabin-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"No fees are required for this site
No fee.",,,39.83779021,-122.9498169,"Located about 33 miles west of Paskenta. From Paskenta, take Road M-4 west to the junction with Road 23N69, then turn north for about 3 miles. From the west side, at Eel River Work Center, travel east on Forest Highway 7 to the road junction a short distance beyond Low Gap Guard Station, then turn north on the road to Anthony Peak.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
38,Whitlock Campground,https://www.fs.usda.gov/r05/mendocino/recreation/whitlock-campground,Mendocino National Forest,https://www.fs.usda.gov/r05/mendocino,,"No fees are required for this site
No fee.",,,39.919808,-122.686587,"Located 16 miles west of Paskenta. From Paskenta, take Road M-2 west to Road #24N19, right on Road #24N19 to campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
