,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
10,Boulder Basin Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/boulder-basin-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/22/2025 - 10/27/2025,$10 per night (incudes 1 vehicle) + $5 for each additional vehicle.,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.82611111,-116.7561111,"From I-10W exit Hargrave St, turn left onto Hargrave St, then right on Lincoln St. then left on San Gorgonio Ave/Highway 243.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
11,Boulder Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/boulder-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/19/2024 - 10/05/2024,Group Site $149 - Holiday $159,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",34.22444444,-116.9461111,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38 into Big Bear City, to E. Big Bear Blvd. Turn left on to E. Big Bear Blvd./SR-38. Continue westbound on Big Bear Blvd/SR-18 into the City of Big Bear Lake. From State Highway 18, west of the village, turn left on to Millcreek Road. Proceed past Aspen Glen Picnic Area, 0.4 mile and turn left to continue on to Millcreek Road to Forest Road 2N10. Proceed on 2N10 for 0.8 mile to the end of pavement. Continue on 2N10 past Cedar Lake turnoff. (1.2 miles from Highway 18). Proceed on 2N10, 1.5 miles to Forest Service Road 2N10B, turn right. Continue 0.2 mile, then turn right to Boulder Group Campground. .",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
12,Buttercup Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/buttercup-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/19/2024 - 10/05/2024,Group Site $149 - Holiday $159,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.234866,-116.879362,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38 into Big Bear City, to E. Big Bear Blvd. Turn left on to E. Big Bear Blvd./SR-38. Continue westbound on Big Bear Blvd/SR-18 into the City of Big Bear Lake. Continue on Hwy 18 to Summit Blvd. Turn left on Summit Blvd. (signal light) and continue to the end of Summit Blvd. Turn left on the last road at the end of summit Blvd. and continue past Pineknot Campground about 0.1 mile to Buttercup Group Camp. Road is passable by all vehicles.",Restrooms are not available at this site.,Potable water is available at this site.,,,False
13,Clark's Ranch Yellow Post Site,https://www.fs.usda.gov/r05/sanbernardino/recreation/clarks-ranch-yellow-post-site,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Mill Creek Visitor Center
Address:
34701 Mill Creek Road Mentone, CA 92359
Phone:
(909) 382-2882
Hours:
Saturday-Sunday 9:00 am to 4:00 pm (Closed on
federal holidays
)",34.31942778,-117.01355,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
14,Coldwater Canyon Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/coldwater-canyon-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Front Country Ranger District
Address:
1209 Lytle Creek Road Lytle Creek, CA 92358
Phone:
(909) 382-2851
Hours:
Wednesday-Sunday from 8:00 am to 4:30 pm, Monday & Tuesday Closed",34.279171,-117.598109,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
15,Coon Creek Cabin Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/coon-creek-cabin-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/02/2025 - 10/04/2025,"Group $127 per night, Holiday $137 per night.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.14916667,-116.7097222,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 24.7 miles to Forest Service Road 1N02. Make a right on 1N02, follow the signs to Coon Creek Campground, for approximately 6 miles.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
16,Coon Creek Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/coon-creek-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.150431,-116.766336,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
17,Council Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/council-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,03/21/2025 - 10/25/2025,"Group $243 per night, Holiday $253 per night",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.17111111,-116.8819444,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 17 miles to campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
18,Crab Flats Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/crab-flats-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/19/2024 - 10/05/2024,"Single Site $27 - Holiday $29 - 8 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.26361111,-117.0852778,"From Running Springs, travel toward Arrowbear, to Green Valley Road. Turn left, drive approximately 4 miles to Crab Flats Campground sign. Turn left and continue about 4 miles to the campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
19,Dark Canyon Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/dark-canyon-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,$12 per night (includes 1 vehicle)  + $5 per additional vehicle.  Use fee envelopes to pay by cash or check on site.,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.803978,-116.732053,"From I-10E exit 8th St in Banning California, turn right onto 8th St, then left on Lincoln St, then right on San Gorgonio Ave/Highway 243. From I-10W exit Hargrave St, turn left onto Hargrave St, then right on Lincoln St. then left on San Gorgonio Ave/Highway 243. Go South on 243 for approximately 20 miles just past the Alandale Fire Station. Go left at Azalea Trails Rd (Stone Creek Campground Road) for 2.5 miles.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
20,Deer Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/deer-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/05/2024,Group Site $149 - Holiday $159,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.220976,-116.918319,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38 into Big Bear City, to E. Big Bear Blvd. Turn left on to E. Big Bear Blvd./SR-38. Continue westbound on Big Bear Blvd/SR-18 into the City of Big Bear Lake. From State Highway 18, west of the village, turn left on to Millcreek Road. Proceed past Aspen Glen Picnic Area, 0.4 of a mile and turn left to continue on to Millcreek Road to Forest Road 2N10. Proceed on 2N10 for 0.8 mile to the end of pavement. Continue on 2N10 past Cedar Lake turnoff. Proceed on 2N10 to 2N08 (7.9 miles from the Cedar Lake turnoff). Go left on 2N08 and proceed 0.6 of a mile to 2N45Yk, turn right.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
21,Doble PCT Trail Camp (hike-in only),https://www.fs.usda.gov/r05/sanbernardino/recreation/doble-pct-trail-camp-hike-only,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.29916667,-116.8227778,,Restrooms are not available at this site.,,,,False
22,Dogwood Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/dogwood-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/19/2024 - 10/26/2024,"Single Site $40 - Holiday $42 - 8 person maximum
Double Site $73- Holiday $79 - 16 person maximum
Single Site with Hook up Site $51.00 - Holiday $53 - 8 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
RV dump $10
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.23472222,-117.2122222,"From San Bernardino, take North Waterman Avenue, which becomes CA-18, towards Lake Arrowhead. Proceed for approximately 15 miles. Use the second left turn lane after Rimforest (going east). Turn slight left on to Daley Canyon Access Road. Daley Canyon Access Road is 0.3 miles past Bear Springs Road. Daley Canyon Access Road becomes CA-189/Lakes Edge Road. Turn right into the campground entrance. This road will bring you straight into the campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
23,Fern Basin Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/fern-basin-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/22/2025 - 11/10/2025,$10 per night (includes 1 vehicle) + $5 additional vehicle,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.78972222,-116.7355556,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
24,Fisherman's Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/fishermans-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/22/2025 - 11/20/2025,$10 per night/per site,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.24666667,-117.1094444,From Running Springs:  Travel east on State Highway 18 and turn left on Green Valley Lake Road.   Turn left on Forest Road 3N16 towards the Crab Flats Campground.,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
25,Fuller Mill Creek Picnic Area,https://www.fs.usda.gov/r05/sanbernardino/recreation/fuller-mill-creek-picnic-area,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,"Recreation Passes Honored:
Adventure Passes
,
Digital Recreation Pass
or
Interagency Recreation Passes
.",,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",34.235063,-116.884067,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
26,Gobbler's Knob Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/gobblers-knob-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Front Country Ranger District
Address:
1209 Lytle Creek Road Lytle Creek, CA 92358
Phone:
(909) 382-2851
Hours:
Wednesday-Sunday from 8:00 am to 4:30 pm, Monday & Tuesday Closed",34.30629,-117.55577,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
27,Goff Flat Yellow Post Site,https://www.fs.usda.gov/r05/sanbernardino/recreation/goff-flat-yellow-post-site,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.640599,-116.597525,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
28,Gray's Peak Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/grays-peak-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/05/2024,"Overnight Use:
Group Site: $149 per night
Additional Holiday Fee: $10 per night
Group Site $149 - Holiday $159",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.26277778,-116.9469444,"Take I-10 east (State Hwy 330) to Running Springs, CA. Take State Hwy 18 to Big Bear Lake Dam. At the signal light make a left at the dam. Go straight on SH-38 to Fawnskin and left on Rim of the World Drive (3N14) for 1.2 miles to 2N13. Follow 2N13 for a short distance to the campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
29,Green Spot Equestrian Group,https://www.fs.usda.gov/r05/sanbernardino/recreation/green-spot-equestrian-group,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/05/2024,Group Site $127 - Holiday $137,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.22611111,-116.8088889,"From the Big Bear Ranger Station, turn left on Highway 38 and proceed east for 3.0 miles to Greenway, turn right continue past the airport to the signal at Big Bear Blvd.. Turn right (Big Bear Blvd. is Hwy 38) continue on Hwy 38 for 3.9 miles to Forest Road 2N93. On the opposite side of the road will be Hatchery Rd., turn right on Forest Road 2N93 and continue for approximately 1/2 mile to the second dirt road to your left (this road will not be marked). Proceed up this road 50 yards to Green Spot Group Campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
30,Green Valley Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/green-valley-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/19/2024,"Single Site $29- Holiday $31 - 8 person maximum
Double Site $56- Holiday $57 - 16 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.244804,-117.063226,"Take Freeway to 330 north. Go through Running Springs and Arrowbear to Green Valley Lake Road. Turn left, 6 miles through town to Dead End and Campground entrance.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
31,Hanna Flat Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/hanna-flat-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,"Single Site $33 - Holiday $35 - 8 person maximum
Double Site $65- Holiday $67 - 16 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.28777778,-116.9741667,"Take I-10 East to San Bernardino. Merge onto CA-210 W via Exit 77 toward CA-330/Highland. Merge onto CA-330 N via Exit 81 toward Mtn Resorts. CA-330 N becomes CA-18. Take State Highway 18 to Big Bear. Turn left onto CA-38 at the Signal light to Fawnskin. Turn left onto Rim of the World Drive. Continue past the County Fire Station. Continue on Rim of the World Drive, after the pavement ends the road turns into Forest Road 3N14. This dirt road will take you approximately 2.5 miles to Hanna Flat Campground. The campground is located on the left.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
32,Heart Bar Equestrian Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/heart-bar-equestrian-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/18/2025 - 10/04/2025,Group Site $314 - Holiday $324,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.15277778,-116.7738889,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 24.55 miles to Forest Service Road 1N02. Make a right on FS Road 1N02. Continue on 1N02 to Heart Bar Equestrian Group Campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
33,Heart Bar Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/heart-bar-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/18/2025 - 10/04/2025,"Single Site $29 - Holiday $31 - 8 person maximum
Double Site $56- Holiday $58 - 16 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.15861111,-116.7855556,From the Discovery Center take SR Hwy 38 towards Redlands for 20.3 miles and turn left into the campground.,Restrooms are not available at this site.,Potable water is available at this site.,,,False
34,Holcomb Crossing PCT Trail Camp (hike in only),https://www.fs.usda.gov/r05/sanbernardino/recreation/holcomb-crossing-pct-trail-camp-hike-only,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.27523056,-117.07365834,,Restrooms are not available at this site.,,,,False
