,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
10,Camp Draw Trailhead,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/camp-draw-trailhead,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,July - November,No fees are required for this site,,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.7544,-115.4496,"From Jarbidge, NV, travel 13.1 miles on NFSR-062.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
11,Centerville Flat Dispersed Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/centerville-flat-dispersed-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,Open year-around as weather and conditions allow.,"No fees are required for this site
No fees.",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.63167006,-119.72000001,"From Markleeville, travel south/east of CA-89, then continue onto CA-4. Continue 2.5 miles and the site will be on your left.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
12,Chris Flat Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/chris-flat-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late April - early October, as weather and conditions allow","Overnight Use:
Single Site: $22 per night
Additional Vehicle Fee: $6 per vehicle per night
Per Day:
$28 Single/$6 Extra Vehicle.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.39486,-119.452568,"1. From Highway 395 south in Bridgeport, drive approximately 20 miles.",Restrooms are available at this site.,Potable water is available at this site.,,,False
13,Columbine Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/columbine-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Mid May - late October, as weather and conditions allow.","No fees are required for this site
No fee required at this site.",,"Austin-Tonopah Ranger District's Austin Office
Address:
100 Midas Canyon Road, Austin, NV 89310
Phone:
775-964-2671
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.900237,-117.37649,"3. Take Route 21 to the Yomba Indian Reservation, and turn left on to Forest Service Road 119 for 10 miles.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
14,Crags Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/crags-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late May - September, as weather and conditions allow.","Overnight Use:
Single Site: $23 per night
Double Site: $40 per night
Triple Site: $50 per night
Extra Vehicle Fee: $6 per night
Per Day:
$30 Single/$50 Double/$65 Triple/$6 Extra Vehicle. Crags Group Site (up to 45 people) $150 per night.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.172075,-119.321616,"1. From Highway 395 south in Bridgeport, turn left and travel approximately 11 miles on Twin Lakes Road.",Restrooms are available at this site.,Potable water is available at this site.,,,True
15,Crystal Springs Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/crystal-springs-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Last week of April - September, as weather and conditions allow.","Overnight Use:
Single Site: $18 per night
Per Day:
$24 Single/$6 Extra Vehicle.",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.7642,-119.8453,,Restrooms are available at this site.,Potable water is available at this site.,,,False
16,Desert Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/desert-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,Late May - Early October,No fees are required for this site,,,38.62138993,-119.34,"1. From Highway 395 south in Bridgeport, drive 11 miles on highway 182 (Highway 182 will become Highway 338 in Nevada).",Restrooms are available at this site.,Potable water is not available at this site.,,,False
17,East Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/east-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"End of May - mid-October, as weather and conditions allow","Overnight Use:
Single Site: $5 per night",,"Ely Ranger District
Address:
825 Avenue E, Ely, NV 89301
Phone:
775-289-3031
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.4967,-114.6548,"From Ely, Nevada, take highway 93 north to the town of McGill.  From McGill, keep going north on Highway 93, 5 miles to Duck Creek Basin turnoff. Proceed east on Duck Creek Basin road and turn left at sign for East Creek Recreation area road 564.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
18,Fletcher View Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/fletcher-view-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,January - December,"Overnight Use:
Single Site (Electric): $33 per night
Double Site (Electric): $58 per night",,"Spring Mountains National Recreation Area
Address:
4701 North Torrey Pines Drive, Las Vegas, NV 89130
Phone:
702-872-5486
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",36.2624,-115.6179,"From Las Vegas, Nevada: 1. Travel north on Highway 95 to junction with Highway 157. 2. Turn left and go approximately 18 miles to the campground.",Restrooms are available at this site.,Potable water is available at this site.,,,False
19,Green Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/green-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late April - early October, as weather and conditions allow.","Overnight Use
Single Site: $20 per night
Extra Vehicle Fee: $6 per night
Per Day:
$22 Single//$6 Extra Vehicle. Green Creek Group Site (25 and 50 people) $75 and $100 per night.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.10925,-119.27873,"1. From Bridgeport, drive approximately four miles south on Highway 395 to Green Creek Road (Forest Service Road #142).",Restrooms are available at this site.,Potable water is not available at this site.,,,False
20,Hilltop  Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/hilltop-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - November, as weather and conditions allow.","Overnight Use:
Tent Site: $19 per night
Single Site: $2 per night
Double Site: $45 per night
Triple Site: $67 per night",,"Spring Mountains National Recreation Area
Address:
4701 North Torrey Pines Drive, Las Vegas, NV 89130
Phone:
702-872-5486
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",36.3101,-115.6074,"From Las Vegas, Nevada: 1. Travel north on Highway 95 to the junction with Highway 157. 2. Turn left and travel approximately 17 miles to the junction with Highway 158. 3. Turn right and travel about 4 miles to campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
21,Honeymoon Flat Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/honeymoon-flat-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late April - late September, as weather and conditions allow.","Overnight Use
Single Site: $20 per night
Double Site: $40 per night
Extra Vehicle Fee: $6 per night
Per Day:
$30 Single/$50 Double Site/ $6 Extra Vehicle.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.201253,-119.3206,"From Highway 395 south in Bridgeport, turn left and travel approximately 10 miles on Twin Lakes Road. The campground is on both sides of Twin Lakes Road.",Restrooms are available at this site.,Potable water is available at this site.,,,False
22,Hope Valley Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/hope-valley-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - September, as weather and conditions allow.","Overnight Use:
Single Site: $22 per night
Double Site: $40 per night
Per Day:
$32 single/$50 double/$6 extra vehicle",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.7297,-119.9287,"From Carson City or Minden, Nevada:",Restrooms are available at this site.,Potable water is available at this site.,,,False
23,Jack Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/jack-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - October, as weather and conditions allow.",No fees are required for this site,,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.517443,-116.056851,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
24,Kalamazoo Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/kalamazoo-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"End of May - mid-October, as weather and conditions allow",No fees are required for this site,,"Ely Ranger District
Address:
825 Avenue E, Ely, NV 89301
Phone:
775-289-3031
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.5698,-114.5871,"From Ely, NV take US-93 north 16 miles to NV-486, turn right onto NV-486 and travel 3.4 miles. Then left to NFSR 427 for 3.3 miles, then right onto Kalamazoo Rd for 9.5 miles. Campground on your right.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
25,Kingston Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/kingston-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Mid May - late October, as weather and conditions allow.","No fees are required for this site
No fee",,"Austin-Tonopah Ranger District's Austin Office
Address:
100 Midas Canyon Road, Austin, NV 89310
Phone:
775-964-2671
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.2229,-117.1432,"1. From Austin, follow US 50 East to State Route 376 South for 16 miles to the turnoff-campground sign.",Restrooms are available at this site.,Potable water is not available at this site.,,,True
26,Kit Carson Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/kit-carson-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - September, as weather and conditions allow.","Overnight Use:
Single Site: $18 per night
Per Day:
$26 Single/$6 Extra Vehicle.",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.7764,-119.8962,1. Take Highway 88 approximately 16 miles to the Kit Carson Campground.,Restrooms are available at this site.,Potable water is available at this site.,,,False
27,Kyle Canyon Picnic Area,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/kyle-canyon-picnic-area,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,January - December,"Day Use:
Single Site: $12 per site per day (Monday - Thursday), $18 per site per day (Friday - Sunday)
Double Site: $24 per site per day (Monday - Thursday), $36 per site per day (Friday - Sunday)",,"Spring Mountains National Recreation Area
Address:
4701 North Torrey Pines Drive, Las Vegas, NV 89130
Phone:
702-872-5486
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",36.263149,-115.609562,"From Las Vegas, Nevada: 1. Travel north on Highway 95 to the junction of Highway 157. 2. Turn left, travel approximately 18 miles; picnic area is on the left side of the highway.",Restrooms are available at this site.,Potable water is available at this site.,,,False
28,Leavitt Meadows Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/leavitt-meadows-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late May to late September, as weather and conditions allow.","Overnight Use
Single Site: $20 per night
Extra Vehicle Fee: $6 per night
Per Day:
$28 Single/$6 Extra Vehicle.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.3334,-119.55268,"1. From Highway 395 south in Bridgeport, drive approximately 17 miles to Highway 108 at Sonora Junction.",Restrooms are available at this site.,Potable water is available at this site.,,,False
29,Lookout Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/lookout-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late May - October, as weather and conditions allow.","Overnight Use:
Single Site: $6 per night",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.58861006,-120.07278,"1. From the ""Entering the Toiyabe Forest"" sign, follow the 002 Road approximately nine miles. You will see Lookout Campground on your left.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
30,Lower Bluster Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/lower-bluster-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - October, as weather and conditions allow.","No fees are required for this site
No fee",,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.8398,-115.4251,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
31,Lower Twin Lake Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/lower-twin-lake-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late April - early October, as weather and conditions allow.","Overnight Use:
Single Site: $25 per night
Additional Vehicle Fee: $6 per vehicle per night
Per Day:
$34 Single / $6 Extra Vehicle",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.170191,-119.323509,"1. From Highway 395 south in Bridgeport, turn left and travel approximately 11 miles on Twin Lakes Road.",Restrooms are available at this site.,Potable water is available at this site.,,,True
32,Lower Virginia Creek Primitive Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/lower-virginia-creek-primitive-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late May - mid-October, as weather and conditions allow.",No fees are required for this site,,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.071723,-119.214078,"From Bridgeport, south on US-395 for 13 miles. Turn right onto Virginia Lakes Rd and go 2.4 miles. Then left onto NFSR 139 to campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
33,Lye Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/lye-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - October, as weather and conditions allow","Overnight Use:
Single Site: $8 per night
Double Site: $10 per night
Group Site: $25 per night",,"Santa Rosa Ranger District
Address:
3275 Fountain Way, Winnemucca, NV 89445
Phone:
775-623-5025 ext. 4
Hours:
Open Mon.-Fri. 7:30 a.m. to 4 p.m. PST (Closed on
federal holidays
)",41.6854083,-117.5585528,,Restrooms are available at this site.,Potable water is available at this site.,,,False
34,Mahogany Grove Group Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/mahogany-grove-group-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"April - November, as weather and conditions allow","Overnight Use:
Group Site (Non-Electric): $130 per night
McNutt Group Site (Non-Electric): $67 per night",,"Spring Mountains National Recreation Area
Address:
4701 North Torrey Pines Drive, Las Vegas, NV 89130
Phone:
702-872-5486
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",36.3136,-115.6182,"From Las Vegas, Nevada: 1. Take Highway 95 north to the junction with Highway 157. 2. Turn left and travel 18 miles to Highway 158. 3. Turn right and travel approximately 6 miles to the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
35,Markleeville Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/markleeville-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"April - September, as weather and conditions allow","Overnight Use:
Single Site: $18 per night
Per Day:
$26 Single/$6 Extra Vehicle.",,,38.6977,-119.7764,"1. Take Highway 88 approximately 14 miles to the junction with Highway 4/89 at Woodfords, California.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
36,McWilliams Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/mcwilliams-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Entire Campground: May - October, as weather and conditions allow. Year Round: Sites 1-14. For more information on winter operations, visit:
https://www.leecanyonlv.com/","Overnight Use:
Single Site: $25 per night
Double Site: $50 per night",,"Spring Mountains National Recreation Area
Address:
4701 North Torrey Pines Drive, Las Vegas, NV 89130
Phone:
702-872-5486
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",36.310561,-115.677699,"From Las Vegas, Nevada take US Highway 95 north out of the city.  Turn left onto State Route 156 (Lee Canyon Road).  Travel about 17 miles to McWilliams Campground entrance.",Restrooms are available at this site.,Potable water is available at this site.,,,False
37,Mt. Rose  Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/mt-rose-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - September, as weather and conditions allow.","Overnight Use:
Single Site: $22 per night
Double Site: $40 per night
Triple Site: $50 per night
Per night: $32 single/$50 double/$55 triple",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.3122,-119.8973,"From Highway 28 just outside Incline Village, Nevada:",Restrooms are available at this site.,Potable water is available at this site.,,,False
38,Obsidian Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/obsidian-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late May - mid-October, as weather and conditions allow.","Overnight Use:
Single Site: $12 per night
Additional Vehicle Fee: $6 per vehicle per night
Per Day:
$18 Single/$6 Extra Vehicles",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.297513,-119.448401,"1. From Highway 395 south in Bridgeport, drive approximately 16 miles to Little Walker Road.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
39,Paha Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/paha-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Mid-May - mid-September, as weather and conditions allow.","Overnight Use:
Single Site: $32 per night
Double Site: $50 per night
Additional Vehicle Fee: $6 per vehicle per night
Yurts: $60 per night; $120 per night; $280 per night
Per Day:
$32 Single/$50 Double/$6 Extra Vehicle. There is one Yurt available to rent, price is available at
Recreation.gov
.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.179707,-119.323229,"From Highway 395 south in Bridgeport, turn left and travel approximately 11 miles on Twin Lakes Road. The campground is on left hand side of road.",Restrooms are available at this site.,Potable water is available at this site.,,,False
40,Pavlak Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/pavlak-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Generally, open June to October as weather and conditions allow.","No fees are required for this site
No fee",,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.8468,-115.4285,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
