,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
10,Clark Fork Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/clark-fork-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $29 per night
Double Site: $58 per night
Clark Fork Campground have the following fees:  CASH Only
$29 for a single-family site
$58 for a double site
The Interagency Senior and Interagency Access Passes are honored and provide a 50 percent discount on camping fees in the campground.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Passes are not accepted for group or double sites.  Dodge Ridge Corporation is the concessionaire and operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.","Contact Name:
Dodge Ridge Mountain Resort
Contact Phone:
209.965.3474",,38.3957,-119.79939,,,RV Water Filling Station:Located at the at the entrance to Clark Fork Campground,,,False
11,Clark Fork Horse Camp,https://www.fs.usda.gov/r05/stanislaus/recreation/clark-fork-horse-camp,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"The Forest Service in conjunction with Backcountry Horsemen of California Mid-Valley Unit operatesClark Fork Horse Campand suggests a donation to cover the cost of maintaining the campground.
The Forest Service in conjunction with Backcountry Horsemen of California Mid-Valley Unit operates Clark Fork Horse Camp and suggests a donation to cover the cost of maintaining the campground.",,,38.400865,-119.793601,,,Potable water is not available at this site.,,,False
12,Dardanelle Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/dardanelle-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $28 per night
Double Site: $50 per night
Dodge Ridge Corporation operates Dardanelle Campground and charges the following fees: CASH Only
$28.00 for a single-family site
$50.00 for a double-family site
The Interagency Senior and Interagency Access Passes are honored and provide a 50 percent discount on camping fees in the campground.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Passes are not accepted for group or double sites.  Dodge Ridge Corporation operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.","Contact Name:
Dodge Ridge Mountain Resort
Contact Phone:
209.965.3474",,38.3422,-119.833273,,Restrooms are available at this site.,RV Water Filling Station:Located at the Brightman Ranger Station,,,False
13,Deadman Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/deadman-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,April - October,"Overnight Use:
Single Site: $25 per night
Double Site: $50 per night
Kennedy Meadows Resort and Pack Station operates Deadman Campground and charge the following fees:
$25.00 for a single-family site
$50.00 for a double site
The Interagency Senior and Interagency Access Passes are honored and provide a 50 percent discount on camping fees in the campground.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Passes are not accepted for group or double sites.  Kennedy Meadows Resort operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.",,,38.3174,-119.748833,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
14,Dimond O Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/dimond-o-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - September,"Overnight Use:
Single Site: $33 per night
Double Site: $66 per night
American Land & Leisure operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate. Currently $46 per night (+fees and taxes).",,,37.863433,-119.869364,"From the Groveland District Office head east 15miles on Highway 120, turn left on Evergreen Road. Travel 4 miles, the campground is located on the left.",Restrooms are available at this site.,Potable water is available at this site.,,,False
15,Eureka Valley Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/eureka-valley-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,April - October,"Overnight Use:
Single Site: $27 per night
Dodge Ridge Corporation operates Eureka Valley Campground and charges the following fees: CASH only
$27.00 for a single-family site
The Interagency Senior and Interagency Access Passes are honored and provide a 50-percent discount on camping fees in the campground.  Discount does not apply to double or group sites.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Dodge Ridge Corporation operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.",,,38.341289,-119.791892,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
16,Fence Creek Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/fence-creek-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $20 per night
The Forest Service operates the Fence Creek Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.","Contact Name:
Summit Ranger Station
Contact Phone:
209-965-3434",,38.365784,-119.873176,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
17,Fraser Flat Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/fraser-flat-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,April - October,"Overnight Use:
Single Site: $25 per night
Double Site: $50 per night
Additional Vehicle Fee: $10 per vehicle per night
Day Use:
$5 per vehicle per day
Single site is $25.00 and $10.00 for extra vehicle. Day use fee is $5.00. Double sites are $50.00. No checks accepted. CASH ONLY.  Interagency Senior and Interagency Access Passes Honored: The Interagency Senior and Access Passes Provide a 50-percent discount on camping fees at Fraser Flat Campground on single camp sites, not applicable on double sites.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.1697,-120.0699,,Restrooms are available at this site.,Potable water is available at this site.,,,False
18,Hermit Valley Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/hermit-valley-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $20 per night
No fee at this time, when facilities are improved a tiered fee increase will be implemented. 1st and 2nd year $15 per night and the 3rd year $20 per night.",,,38.538716,-119.897577,"From the Calaveras Ranger Station in Hathaway Pines, California, head east on Highway 4 for about 43 miles.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
19,Herring Creek Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/herring-creek-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - December,"Overnight Use:
Single Site: $20 per night
The Forest Service operates the Herring Creek Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.2452,-119.933126,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
20,Herring Reservoir Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/herring-reservoir-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - December,"Overnight Use:
Single Site: $20 per night
The Forest Service operates the Herring Reservior Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.","Contact Name:
Summit Ranger Station
Contact Phone:
209-965-3434",,38.248753,-119.936302,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
21,Hull Creek Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/hull-creek-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - December,"Overnight Use:
Single Site: $25 per night
The Forest Service operates Hull Creek Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $20 per night and fee raises to $25 per night in 2026.   The America the Beautiful Interagency Senior and Access Passes are honored and receive 50% off the nightly rate.  Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.","Contact Name:
Summit Ranger Station
Contact Phone:
209-965-3434",,38.093377,-120.042672,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
22,Lodgepole Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/lodgepole-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $31 per night
$30.00 per night",,,38.476712,-120.023592,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
23,Lost Claim Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/lost-claim-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - September,"Day Use:
Single Site: $25 per night
American Land & Leisure operates Lost Claim Campground and charges the following fees:
$25.00 for a single-family site
American Land & Leisure operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.",,,37.8214,-120.050941,,Restrooms are available at this site.,Potable water is available at this site.,,,False
24,Lumsden Bridge Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/lumsden-bridge-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $25 per night
$25 Open Season: May - September",,,37.8476,-120.0301263,From Groveland travel approximately 7.5 miles east to Ferretti Road. Turn left (north) onto Ferretti Road. Travel 1 mile and turn right (east) onto Lumsden Road/Forest Route 1N01 off of Ferretti Road. Travel approximately 6.5 miles to Lumsden Bridge. The campground entrance is located on the north side of the bridge. Turn left (west) after crossing the bridge to enter the campground.,Restrooms are available at this site.,Potable water is not available at this site.,,,True
25,Lumsden Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/lumsden-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Day Use:
Single Site: $25 per night
$25 per site.",,,37.8389,-120.0514885,From Groveland travel approximately 7.5 miles east to Ferretti Road. Turn left (north) onto Ferretti Road. Travel 1 mile and turn right (east) onto Lumsden Road/Forest Route 1N01 off of Ferretti Road. Travel approximately 5 miles to the campground which is located on the left (north) side of the road.,Restrooms are available at this site.,Potable water is not available at this site.,,,True
26,Meadowview Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/meadowview-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $38 per night
Dodge Ridge Corporation operates Meadowview Campground and charges the following fees:
$38.00 for a single-family site  Cash only.
The Interagency Senior and Interagency Access Passes are honored and provide a 50 percent discount on camping fees in the campground.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Dodge Ridge Corporation operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.",,,38.1864,-120.0038,,Restrooms are available at this site.,Potable water is available at this site.,,,True
27,Mill Creek Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/mill-creek-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $20 per night
The Forest Service operates the Mill Creek Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.","Contact Name:
Summit Ranger Station
Contact Phone:
209-965-3434","Summit and Miwok Ranger District
Address:
#1 Pinecrest Lake Road Pinecrest, CA 95364
Phone:
(209) 965-3434
Hours:
Summer Hours: Tuesday - Saturday, 9:00 am - 3:00 pm. Open July 4th. Closed June 19th. (Closed on
federal holidays
)",38.301491,-119.939007,,,Potable water is not available at this site.,,,False
28,Mosquito Lakes,https://www.fs.usda.gov/r05/stanislaus/recreation/mosquito-lakes,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,No fee,,,38.515987,-119.914264,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
29,Mosquito Lakes Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/mosquito-lakes-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $20 per night
The Forest Service operates the Mosquito Lake Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.301491,-119.939007,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
30,Niagara Creek Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/niagara-creek-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $20 per night
The Forest Service operates Niagara Creek Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.324204,-119.916147,,,Potable water is not available at this site.,,,False
31,Niagara OHV Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/niagara-ohv-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - December,"Overnight Use:
Single Site: $20 per night
The Forest Service operates the Niagara Creek OHV Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.","Contact Name:
Summit Ranger Station
Contact Phone:
209-965-3434",,38.3116,-119.890226,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
32,Pacific Valley Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/pacific-valley-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $25 per night
The Forest Service operates the Pacific Valley Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $15 per night and fee raises to $20 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.514208,-119.901115,,Restrooms are available at this site.,Potable water is available at this site.,,,False
33,Pigeon Flat Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/pigeon-flat-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May - October,"Overnight Use:
Single Site: $17 per night
Dodge Ridge Corporation operates Pigeon Flat Campground and charges the following fees: CASH Only
$17.00 for a single-family site
The Interagency Senior and Interagency Access Passes are honored and provide a 50 percent discount on camping fees in the campground.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Dodge Ridge Corporation operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.","Contact Name:
Dodge Ridge Mountain Resort
Contact Phone:
209-965-3474",,38.340148,-119.804801,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
34,Pine Marten Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/pine-marten-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $32 per night
$31 per night",,,38.48112,-119.990131,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
35,Pinecrest Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/pinecrest-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,April - October,"Overnight Use:
Single Site: $40 per night
Dodge Ridge Corporation operates Pinecrest Campground and charges the following fees:
$40.00 for a single-family site
The Interagency Senior and Interagency Access Passes are honored and provide a 50 percent discount on camping fees in the campground.  Pass number must be written on fee envelope or Pass must be shown to Host. The Interagency Annual and Volunteer passes do not provide any discounts on camping. Dodge Ridge Corporation operates this campground under a special-use permit administered by the U.S. Forest Service. The fees collected from overnight campers go back into upgrading campground facilities and amenities.",,,38.1897,-119.997498,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
36,Pines Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/pines-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $25 per night
Group Site:  $150 per night
American Land & Leisure operates The Pines Campground during the summer (typically May through September) and charges the following fees:
$25.00 for a single-family site and $125.00 for the group site (50 person capacity)
American Land & Leisure operates this campground under a special use permit administered by the Forest Service. The fees paid by concessionaires finance the refurbishment of facilities in the campgrounds they operate.",,,37.8176,-120.095,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
37,Pines Group Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/pines-group-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,April - September,"Overnight Use:
Single Site: $25 per night
Group Site:  $150 per night
$125/night.",,,37.818418,-120.095101,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
38,River Ranch - Hacienda Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/river-ranch-hacienda-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,May 1,"Overnight Use:
Single Site: $40 per night
Additional Vehicle Fee: $5 per vehicle per night
Day Use:
$5 per vehicle per day
$40.00 per night and includes 6 guests and 2 vehicles. $5.00 for each additional vehicle. Day use $5 per vehicle grants access from 10am to 8pm for those who would like to access the National Forest Service lands via River Ranch Campgrounds entrance.",,,37.997402,-120.180864,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
39,Sand Bar Flat Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/sand-bar-flat-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,April - December,"Overnight Use:
Single Site: $25 per night
Double Site: $50 per night
The Forest Service operates Sand Bar Flat Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $20 per night for single site, $40 per night for double site; In 2026  fee raises to $25 per night for single site and $50 per night for double site. The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.1841,-120.1578254,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
40,Sand Flat Campground - 4WD only,https://www.fs.usda.gov/r05/stanislaus/recreation/sand-flat-campground-4wd-only,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $27 per night
Double Site: $48 per night
None",,,38.404505,-119.787901,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
41,Silver Valley Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/silver-valley-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $31 per night
$31 per night",,,38.48025,-119.987105,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
42,Silvertip Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/silvertip-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,Summer - Late fall,"Overnight Use:
Single Site: $31 per night
$31 per night",,,38.480624,-120.018166,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
43,South Fork Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/south-fork-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $29 per night",,,37.838151,-120.045312,,,Potable water is not available at this site.,,,True
44,Spicer Reservoir Group Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/spicer-reservoir-group-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,$200 per night,,,38.402131,-120.001802,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
45,Stanislaus River Campground,https://www.fs.usda.gov/r05/stanislaus/recreation/stanislaus-river-campground,Stanislaus National Forest,https://www.fs.usda.gov/r05/stanislaus,,"Overnight Use:
Single Site: $30 per night
The Forest Service operates the Stanislaus River Campground and charges the following fees: New campsite fee prices, 2024 & 2025 $25 per night and fee raises to $30 per night in 2026.   The America the Beautiful, Interagency Senior and Access Passes are honored and receive 50% off the nightly rate. Only applicable to the single site the pass holder occupies.  Pass number must be written on fee envelope. The Interagency Annual and Volunteer passes do not provide any discounts on camping.",,,38.421936,-120.046946,,Restrooms are available at this site.,Potable water is available at this site.,,,False
