,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities
17,Dark Day Campground,https://www.fs.usda.gov/r05/tahoe/recreation/dark-day-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 15 - October 15,"Overnight Use:
Single Site: $24/night.
Double Site: $48/night.
Triple Site: $72/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24-$72/Night",,,39.42936969,-121.1079403,From Camptonville: Drive south on Hwy 49 and turn right on Marysville Road. Continue for 5 miles. Campground is on Bullard's Bar Reservoir.,Restrooms are available at this site.,Potable water is not available at this site.,,
18,Diablo Campground,https://www.fs.usda.gov/r05/tahoe/recreation/diablo-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,June 14 - October 15,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20 per site
$5 for extra vehicle",,,39.630011,-120.639366,From 89 N to 49 N: Drive 13 miles west to Bassett's Station. Turn right on Gold Lake Hwy and drive 1/2 mile to Packer Lake Road. Turn left and continue 1 1/2 miles to Diablo Campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
19,East Meadow Campground,https://www.fs.usda.gov/r05/tahoe/recreation/east-meadow-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,August 1 - October 13,"Overnight Use:
Single Site: $24/night.
Double Site: $48/night.
Additional Vehicle Charge: $5/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 for single site
$48 for double site
$5 extra vehicle charge per vehicle per night, after first vehicle for single sites and after second vehicle for double sites",,,39.50102032,-120.5325588,"Take Interstate 80 to the Truckee/Highway 89 North exit. Follow Highway 89 north for 17 miles, to the turnoff for Jackson Meadows. Travel west on Forest Road 07 for 18 miles to Jackson Meadows Reservoir. Turn into the campground at the Pass Creek Campground sign.",Restrooms are available at this site.,Potable water is not available at this site.,,
20,Emigrant Group Campground,https://www.fs.usda.gov/r05/tahoe/recreation/emigrant-group-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 11,"Overnight Use:
Group Site: $97/night (25 people).
Group Site: $201/night (50 people).
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
There are two 25 person group sites for $97.00/site/night and two 50 person group sites for $201.00/site/night.",,,39.46866835,-120.1159745,"Alternate access: From Truckee, go north on Hwy 89 for five miles and take a right on Hobart Mills Road. Follow Hobard Mills Road to Dog Valley Road and take a left. In approximately three miles, pass the boat ramp road and Logger Campground Entrance, and in a quarter mile Emigrant Group will be on the left.",Restrooms are available at this site.,Potable water is not available at this site.,,
21,Fiddle Creek Campground,https://www.fs.usda.gov/r05/tahoe/recreation/fiddle-creek-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 17 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.518793,-120.993655,From Camptonville: Drive 9 miles northeast on Hwy 49. Campground is on North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
22,Forbes Group Campground,https://www.fs.usda.gov/r05/tahoe/recreation/forbes-group-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 14 - October 11,"Overnight Use:
Group Site: $132/site/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$132 per site",,,39.129436,-120.78055,From I-80: Take Foresthill Road exit for 17 miles to the town of Foresthill. Continue on the road for 9 miles to Sugar Pine Road. Turn left and continue on Sugar Pine Road for 9 miles. Take the left fork and drive 4 1/2 miles to boat ramp. Turn right and head up the hill about 7 miles.,Restrooms are available at this site.,Potable water is not available at this site.,,
23,French Meadows Campground,https://www.fs.usda.gov/r05/tahoe/recreation/french-meadows-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,June - October,"Overnight Use:
Peak Season:
Single Site: $24/night.
Additional Vehicle: $5/night.
Non-Peak (10/12 - May): No Fee
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site $5 for extra vehicle",,,39.113972,-120.421403,"From Foresthill, continue to drive northeast on Foresthill Road through town to Robinson Flat campground. Approximately 29.9 miles (58 min drive).",Restrooms are available at this site.,Potable water is not available at this site.,,
24,Frenchy Point Campground,https://www.fs.usda.gov/r05/tahoe/recreation/frenchy-point-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,,,,39.45799828,-121.1512337,,Restrooms are available at this site.,Potable water is not available at this site.,,
25,Garden Point Campground,https://www.fs.usda.gov/r05/tahoe/recreation/garden-point-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 15 - October 15,"Overnight Use:
Single Site: $24/night.
Double Site: $48/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24-$48/Night",,,39.43332563,-121.1242072,"From Camptonville: Drive south on Hwy 49 to Marysville Road and turn right, continue for 5 miles. Campground is 1 mile north west of Dark Day Boat Ramp on north side of Bullard's Bar Reservoir. Campground is by boat access only.",Restrooms are available at this site.,Potable water is not available at this site.,,
26,Gates Group Campground,https://www.fs.usda.gov/r05/tahoe/recreation/gates-group-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,June - September,"Overnight Use:
Group Site: $82/night (25 people), $165/night (75 people).
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$82 for 25 person site,$165 for 75 person site",,,39.13327,-120.406674,From Foresthill:   Drive 36 miles east on Mosquito Ridge Road (Forest Road 96).  Campground is on east shore of French Meadows Reservoir.,Restrooms are available at this site.,Potable water is not available at this site.,,
27,Giant Gap Campground,https://www.fs.usda.gov/r05/tahoe/recreation/giant-gap-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 30 - October 31,"Overnight Use:
Single Site: $24/night (6 people).
Double Site: $48/night (12 people).
Triple Site: $72/night (18 people).
Additional Vehicle: $5/night.
Dump Station: $6/use.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24/single site (6 people), $48/double site (12 people), $72/triple site (18 people) Dump Station open on Sundays from 11am-1pm, $6. Dump station may be available on demand. Please contact campground hosts. $5 for extra vehicles",,,39.140497,-120.790415,From I-80: Take the Foresthill Road exit for 17 miles to the town of Foresthill.  Continue on the road for 9 miles to Sugar Pine Road.  Turn left and continue on Sugar Pine Road for 9 miles and take a right on the first road after the Sugar Pine Recreation Area sign.  Travel 1 1/2 miles to the campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
28,Goose Meadow Campground,https://www.fs.usda.gov/r05/tahoe/recreation/goose-meadow-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 11,"Overnight Use:
Single Site: $22/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$22 per site
$5 for extra vehicle",,,39.258445,-120.211615,From Truckee: Drive 4 miles south on Hwy 89.,Restrooms are available at this site.,Potable water is not available at this site.,,
29,Granite Flat Campground,https://www.fs.usda.gov/r05/tahoe/recreation/granite-flat-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 11,"Overnight Use:
Single Site: $22/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$22 per site
$5 for extra vehicle",,,39.302526,-120.205421,From Truckee: Drive 1 1/2 miles south on Hwy 89.,Restrooms are available at this site.,Potable water is not available at this site.,,
30,Grouse Ridge Campground,https://www.fs.usda.gov/r05/tahoe/recreation/grouse-ridge-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,Memorial Day - Mid-October,"No Fees are required for this site.
Free",,,39.387531,-120.609939,From I-80:  Take Hwy 20 cutoff on I-80 headed west for approximately 5 miles.  Turn right on Bowman Lake Road (Forest Road 18).  Continue on that road for 5 miles and turn right on Grouse Ridge Road (Forest Road 14).  Road is unimproved dirt for 6 miles until reaching campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
31,Hampshire Rocks Campground,https://www.fs.usda.gov/r05/tahoe/recreation/hampshire-rocks-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 23 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.310788,-120.500026,"From I-80 heading east: Take the Big Bend exit to Hampshire Rocks Road. Turn left on Hampshire Rocks Road and continue to the campground, on the right.",Restrooms are available at this site.,Potable water is not available at this site.,,
32,Hornswoggle Group Campground,https://www.fs.usda.gov/r05/tahoe/recreation/hornswoggle-group-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 15 - October 15,"Overnight Use:
Group (nonelectric) Site:  $88/night.
Group (nonelectric) Site:  $155/night.
Reservations can be made by visiting: https://www.recreation.gov/camping/campgrounds/10040012
OR
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$88-$155/Night",,,39.41514043,-121.1209439,From Camptonville:   Drive south on Hwy 49 to Marysville Road and turn right. Continue for 4 miles. Campground is across the road from Schoolhouse Campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
33,Indian Springs Campground,https://www.fs.usda.gov/r05/tahoe/recreation/indian-springs-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 21 - October 15,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.329577,-120.56928,From I-80: Take Eagle Lake exit and turn north for 1/2 mile to reach campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
34,Indian Valley Campground,https://www.fs.usda.gov/r05/tahoe/recreation/indian-valley-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 17 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.51371186,-120.9835056,From Camptonville: Drive 10 miles northeast on Hwy 49. Campground is on North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
35,Jackson Creek Campground,https://www.fs.usda.gov/r05/tahoe/recreation/jackson-creek-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"No Fees are required for this site.
None",,,39.45757966,-120.6005971,"From I-80:  Take Hwy 20 cutoff on I-80.  Take Hwy 20 heading west toward Nevada City for approximately 5 miles.  Turn right on Bowman Lake Road (Forest Road 18).  First 8 miles are paved, next 3 miles are gravel (2 lanes), last 5 miles are very rough and road is one lane.  Continue past Bowman Lake Campground to Jackson Creek Campground.",Restrooms are available at this site.,Potable water is not available at this site.,,
36,Lakeside Campground,https://www.fs.usda.gov/r05/tahoe/recreation/lakeside-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 10,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20.00 per site
$5 for extra vehicle",,,39.382968,-120.172057,,Restrooms are available at this site.,Potable water is not available at this site.,,
37,Lewis Campground,https://www.fs.usda.gov/r05/tahoe/recreation/lewis-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,June - September,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20 per site",,,39.132029,-120.416669,,Restrooms are available at this site.,Potable water is not available at this site.,,
38,Lindsey Lake Campground,https://www.fs.usda.gov/r05/tahoe/recreation/lindsey-lake-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $15/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$15 per site",,,39.412906,-120.643882,"From Nevada City: Take Hwy 20 east toward Truckee for approximately 20 miles.  Turn left on Bowman Lake Road (Forest Road 18).  Continue on that road for 6 miles and turn right on Forest Road 17.  Continue on for 2 miles.  Take left fork for 2 miles.  This road is a very rough, narrow road until reaching the campground.From I-80:  Take Hwy 20 cutoff west toward Nevada City for approximately 5 miles.  Turn right on Bowman Lake Road (Forest Road 18).  Continue on that road for 6 miles and turn right on Forest Road 17.  Continue on for 2 miles.  Take left fork for 2 miles.  This road is a very rough, narrow road until reaching the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,
