,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
11,Bushytail Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/bushytail-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,May 18 - Oct.31,"Overnight Use:
Single Site: $30 per night
Single Site with electric hook-up: $38 per night
Double Site with electric hook-up: $53 per night
Triple Site  with electric hook-up: $75 per night
Quad Site  with electric hook-up: $110 per night
Additional Vehicle Fee: $12 per vehicle per night
Day Use:
$12 per vehicle per day",,,40.85445579,-122.8167159,,Restrooms are available at this site.,Potable water is available at this site.,,,True
12,Camp 4 Group Campsite and Day Use Area,https://www.fs.usda.gov/r05/shasta-trinity/recreation/camp-4-group-campsite-and-day-use-area,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,May 1 to end of November 1,"Overnight Use:
Group Site:  $30 per night",,"McCloud Ranger Station
Address:
2019 Forest Road McCloud, CA 96057
Phone:
530-964-2184
Hours:
Friday and Saturday, 8:00 am - 4:30 pm (Closed on
federal holidays
)",41.23419051,-121.9858296,,Restrooms are available at this site.,There is no drinking water at this site. Water is available at the McCloud Ranger Station.,,,True
13,Captains Point Boat-In Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/captains-point-boat-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Open year round,No fees are required for this site,"Contact Name:
Weaverville Ranger Station
Contact Phone:
530-623-2121","Weaverville Ranger Station
Address:
360 Main Street Weaverville, CA 96093
Phone:
530-623-2121
Hours:
Monday-Friday, 8:00 am - 1:00 pm and 1:45 pm - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.86308269,-122.724452,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
14,Castle Lake Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/castle-lake-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,End of June until end of October,No fees are required for this site,,"Mount Shasta Ranger Station
Address:
204 West Alma Mt. Shasta, CA 96067
Phone:
530-926-4511
Hours:
Monday-Thursday, 8:00 am - 4:00 pm; Closed Friday, Saturday, and Sunday (Closed on
federal holidays
)",41.2356673,-122.3790052,"From Mt. Shasta city, head west on Lake Street over the freeway and to the stop sign at Old Stage Road. Turn left (south) and drive 1/4 mile to a fork in the road. Stay to the right at the fork and continue on this road (W.A. Barr Road). In 2 miles you will cross the dam at Lake Siskiyou and then you will see the turnoff for Castle Lake. Turn left and drive the paved road 7 miles to the lake. castle Lake Campground is located 1/4 mile below the lake on the left (east) side of the road.",Restrooms are available at this site.,Potable water is not available at this site.,,,True
15,Cattle Camp Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/cattle-camp-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,The campground is typically open between May and October.,"Overnight Use:
Single Site: $15 per night
The facility has a self-registration/fee station at the entrance.",,"McCloud Ranger Station
Address:
2019 Forest Road McCloud, CA 96057
Phone:
530-964-2184
Hours:
Friday and Saturday, 8:00 am - 4:30 pm (Closed on
federal holidays
)",41.25937011,-121.9396524,"From the McCloud Ranger Station, turn left on Hwy 89. Drive 10.5 miles and look for a sign on the left side of the highway for Cattle Camp Campground. At the sign, turn right and go approximately 1/3 mile and turn left into the campground.",Restrooms are available at this site.,Drinking water is available from faucets.,,,True
16,Chirpchatter Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/chirpchatter-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,,No fees are required for this site,,"Shasta Lake Ranger Station
Address:
14225 Holiday Road Redding, CA 96003
Phone:
530-275-1587
Hours:
Monday, Thursday, and Friday, 8:30 am - 12:00 pm and 1:00 pm - 4:00 pm; Closed Wednesday, Saturday, and Sunday (Closed on
federal holidays
)",40.8687326,-122.1197489,"From Interstate 5, take Highway 299 East 31 miles to Fenders Ferry Road (Road 27).  On Fenders Ferry Road, drive approximately 18 miles.  Once you pass the Madrone Campground, drive approximately 5 miles past the intersection.  Turn left at bridge, then drive 1 mile to campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
17,Clark Springs Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/clark-springs-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Opens the week prior to Memorial Day Weekend and closes October 31st.,"Overnight Use:
Single Site: $21 per night
Additional Vehicle Fee: $8 per vehicle per night",,,40.85721438,-122.8123288,"From Weaverville, take State Route 3 north for 16 miles. Turn right on Clarks Springs Road for 1/2 mile.",Restrooms are available at this site.,Potable water is available at this site.,,,True
18,Clark Springs Day Use Area and Beach,https://www.fs.usda.gov/r05/shasta-trinity/recreation/clark-springs-day-use-area-and-beach,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,May 1 - Oct 31,"Overnight Use:
Single Site: $21 per night
Additional Vehicle Fee: $8 per vehicle per night
Fee:  $10.00 per day",,,40.85721438,-122.8123288,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
19,Clear Creek Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/clear-creek-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Open year round,No fees are required for this site,,"Weaverville Ranger Station
Address:
360 Main Street Weaverville, CA 96093
Phone:
530-623-2121
Hours:
Monday-Friday, 8:00 am - 1:00 pm and 1:45 pm - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.93079995,-122.5859239,"From Weaverville, take State Route 3 north for 34 miles. Turn right on East Side Road crossing over the bridge. Stay on East Side Road for 13 miles to the junction with Clear Creek Campground access. Turn left, continue for 2 miles to the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
20,Cooper Gulch Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/cooper-gulch-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Apr 1 - Oct. 31,"Overnight Use:
Single Site: $24 per night
Additional Vehicle Fee: $8 per vehicle per night
$27 per day
$8 per day per extra vehicle","Contact Name:
Shasta Recreation Company
Contact Phone:
(530) 275-8113",,40.74592569,-122.8042848,"From Redding, take State Route 299 for 33 miles then turn right on Trinity Dam Blvd. Drive 13 miles on Trinity Dam Blvd until you see the campground sign and entrance on the right.",Restrooms are available at this site.,Potable water is not available at this site.,,,True
21,Deadlun Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/deadlun-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Year round,No fees are required for this site,,,41.06184354,-121.9748836,"From I-5, take Highway 299 East 35 miles to Big Bend Road (Co. 7M01). On Big Bend Road, drive 17 miles to the town of Big Bend then 5.5 miles to Iron Canyon Reservoir.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
22,Dekkas Rock Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/dekkas-rock-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Year round with reservations,"Overnight Use:
Group Site:  $160 per night
Facility accommodates up to 60 people",,"Shasta Lake Ranger Station
Address:
14225 Holiday Road Redding, CA 96003
Phone:
530-275-1587
Hours:
Monday, Thursday, and Friday, 8:30 am - 12:00 pm and 1:00 pm - 4:00 pm; Closed Wednesday, Saturday, and Sunday (Closed on
federal holidays
)",40.87452197,-122.2341972,,Restrooms are available at this site.,Potable water is available at this site.,,,False
23,Denny Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/denny-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Open all year.,No fees are required for this site,,"Weaverville Ranger Station
Address:
360 Main Street Weaverville, CA 96093
Phone:
530-623-2121
Hours:
Monday-Friday, 8:00 am - 1:00 pm and 1:45 pm - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.93310237,-123.3932757,,,Potable water is not available at this site.,,,True
24,Eagle Creek Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/eagle-creek-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Annually opens the week prior to Memorial Day and Closes October 31.,"Overnight Use:
Single Site: $16 per night
Additional Vehicle Fee: $8 per vehicle per night
$16 per day, $8 per day per extra vehicle",,,41.15290955,-122.6684578,"From Weaverville, take Hwy 3 north for 40.9 miles. Take the second Eagle Creek Loop Road turnoff. Turn right at the T-intersection for 1.1 miles to the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
25,East Weaver Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/east-weaver-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Open for reservation May 1 to Sept. 30.,"Overnight Use:
Single Site: $110 per night","Contact Name:
Shasta Recreation Company
Contact Phone:
(530) 275-8113",,40.77300079,-122.9209875,"From Weaverville, take State route 3 north for 2 miles. Turn left on East Weaver Creek Rd. Campground is 1.5 miles on left.",Restrooms are available at this site.,Potable water is available at this site.,,,False
26,Ellery Creek Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/ellery-creek-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,April 1 - September 12,"Overnight Use:
Single Site: $28 per night
Single Unit = 1 vehicle and 8 people @ $28/Night
Additional vehicles, if space allows, will be charged $12/Night.",,,40.91584323,-122.2416307,"Located 15 miles northeast of I-5 on Gilman Road. From I-5, take exit 698 Salt Creek/Gilman Road. Turn right at end of off ramp and follow Gilman Road east approximately 11 miles.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
27,Fawn Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/fawn-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Open May 1 and Closes Sept. 30,"Overnight Use:
Group (nonelectric) Site:  $140 per night
Fee: $165.00 per day","Contact Name:
Shasta Recreation Company
Contact Phone:
530-275-8113",,40.84379943,-122.8416038,"From Weaverville, take State Route 3 north for 14.4 miles. Take Fawn exit. Campground is located 1/4 miles from exit.",Restrooms are available at this site.,Potable water is available at this site.,,,True
28,Forest Glen Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/forest-glen-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,"Opens May 1st, and closes October 31st.","Overnight Use:
Single Site: $12 per night
single site: 1 vehicle and 8 people",,"Hayfork Ranger Station
Address:
11 Trinity Street Hayfork, CA 96041
Phone:
530-628-5227
Hours:
Monday-Friday, 8:00 am - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.37519,-123.32763,Take State Route 3 south from Hayfork to State Route 36. Travel 12 miles west.,Restrooms are available at this site.,Potable water is available at this site.,,,True
29,Fowlers Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/fowlers-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,The campground is typically open between May and October.,"Overnight Use:
Single Site: $15 per night
Check out time is 2:00 P.M.",,"McCloud Ranger Station
Address:
2019 Forest Road McCloud, CA 96057
Phone:
530-964-2184
Hours:
Friday and Saturday, 8:00 am - 4:30 pm (Closed on
federal holidays
)",41.24485508,-122.0232549,"From the McCloud Ranger Station, turn left on Highway 89.  Drive 5 miles and look for a sign on the left side of the highway for Fowlers/Lower Falls. Turn right just after the sign and drive approximately 1 mile. Once you cross the River Loop Road take the left fork into the campground.  The right fork will take you to the day use/parking area for Lower Falls and the beginning of the River Trail.",Restrooms are available at this site.,Potable water is available at this site.,,,True
30,Girard Ridge Lookout,https://www.fs.usda.gov/r05/shasta-trinity/recreation/girard-ridge-lookout,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,June/July through October all depending on snow levels. 15 days stay limit.,"Overnight Use:
$75 per night",,"McCloud Ranger Station
Address:
2019 Forest Road McCloud, CA 96057
Phone:
530-964-2184
Hours:
Friday and Saturday, 8:00 am - 4:30 pm (Closed on
federal holidays
)",41.1284922,-122.2781738,"You can reach Girard Ridge Lookout by traveling southfrom Mt. Shasta on Interstate 5 to the Soda Creek exit, ornorth from Redding to the same exit. Head east off thefreeway and cross the railroad tracks and the SacramentoRiver. Turn right on Riverside (a narrow, paved road) toroad 38N23 (sign says Girard Ridge). Turn up hill andfollow this road which is steep in spots and eventuallyturns to dirt for 3.8 miles until you reach an intersection.Take the left turn up the hill (the road is still 38N23) andyou will pass microwave towers. Continue past until theintersection with road 39N13. Turn left onto 39N13 andtravel approximately 6/10th of a mile to an unmarked road.Turn left and travel approximately 4/10th of a mile to thelocked gate at the end of the road and the lookout.Depending on your mode of travel, the trip from the SodaCreek exit can take at least one hour.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
31,Goldfield Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/goldfield-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,,There is no fee for this facility,,,41.10000775,-122.7786336,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
32,Gooseneck Cove Boat-In Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/gooseneck-cove-boat-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,,"No fees are required for this site
No fee",,,40.82861301,-122.4245156,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
33,Greens Creek Boat-In Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/greens-creek-boat-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,,No fee,,,40.82591785,-122.2536298,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
34,Gregory Creek Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/gregory-creek-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,May 10 - Sept. 12,"Overnight Use:
Campground: $160 per night",,"Shasta Lake Ranger Station
Address:
14225 Holiday Road Redding, CA 96003
Phone:
530-275-1587
Hours:
Monday, Thursday, and Friday, 8:30 am - 12:00 pm and 1:00 pm - 4:00 pm; Closed Wednesday, Saturday, and Sunday (Closed on
federal holidays
)",40.88797251,-122.3681486,"Located adjacent to Gregory Beach dispersed area along the Upper Sacramento River Arm of Shasta Lake. 15 miles northeast of I-5 on Gilman Road. From I-5, take exit 698 Salt Creek/Gilman Road. Turn left at end of off ramp and follow Salt Creek Road (also known as Gregory Creek Road) for 4 miles.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
35,Gumboot Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/gumboot-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,. - .,No Fee,,,41.21333545,-122.5094142,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
36,Harris Spring Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/harris-spring-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,,Free,,,41.45656342,-121.7847204,"From the McCloud Ranger Station, turn left on Hwy 89. Drive approximately 15 1/4 miles and turn left onto Forest Road 15 (Harris Spring road) and drive approximately 17 miles to Harris Spring. The campground is on the right side of the road.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
37,Hayden Flat Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hayden-flat-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Lower Hayden Flat open all year.,"Overnight Use:
Group (nonelectric) Site: $40 per night
$12 single site, river access
$40 group fee, reservations for groups only.",,"Weaverville Ranger Station
Address:
360 Main Street Weaverville, CA 96093
Phone:
530-623-2121
Hours:
Monday-Friday, 8:00 am - 1:00 pm and 1:45 pm - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.78389513,-123.3433206,"From the Big Bar Ranger Station, travel west on State Route 299 through the community of Big Bar. Proceed 7 miles through the town of Del Loma, continuing west 1 more mile to the campground. The campground will be on the south side of 299 and will be marked by a Forest Service sign.",Restrooms are available at this site.,Potable water is not available at this site.,,,True
38,Hayden Flat Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hayden-flat-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Hayden Flat Group Campground is available Memorial Day through Labor Day.,"Overnight Use:
Group (nonelectric) Site: $40 per night",,"Weaverville Ranger Station
Address:
360 Main Street Weaverville, CA 96093
Phone:
530-623-2121
Hours:
Monday-Friday, 8:00 am - 1:00 pm and 1:45 pm - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.78389513,-123.3433206,"From the Big Bar Ranger Station, travel west on State Route 299 through the community of Big Bar. Proceed 7 miles through the town of Del Loma, continuing east 1 more mile to the campground. The campground will be on the right side of State Route 299.",Restrooms are available at this site.,Potable water is not available at this site.,,,True
39,Hayward Flat Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hayward-flat-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Opens the week prior to Memorial Day Weekend and closes October 31st.,"Overnight Use:
Single Site: $24 per night
Double Site: $48 per night
Additional Vehicle Fee: $8 per vehicle per night",,,40.87422669,-122.7675828,"From Weaverville, take State Route 3 north for 17.5 miles. Turn right on Hayward Flat Road and travel 2 miles.",Restrooms are available at this site.,Potable water is available at this site.,,,True
40,Hell Gate Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hell-gate-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Opens May 1st and closes October 31st.,"Overnight Use:
Single Site: $6 per night
$12 per site (1 vehicle, 8 people)",,"Hayfork Ranger Station
Address:
11 Trinity Street Hayfork, CA 96041
Phone:
530-628-5227
Hours:
Monday-Friday, 8:00 am - 4:30 pm; Closed Saturday and Sunday (Closed on
federal holidays
)",40.37069058,-123.313568,Take State Route 3 south from Hayfork to State Route 36. Travel 11 miles west.,Restrooms are available at this site.,Potable water is not available at this site.,,,True
41,Hirz Bay 1 Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hirz-bay-1-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,April 1 - Sept. 30,"Overnight Use:
Group (nonelectric) Site: $170 per night
Facility can accommodate up to 120 people.",,"Shasta Lake Ranger Station
Address:
14225 Holiday Road Redding, CA 96003
Phone:
530-275-1587
Hours:
Monday, Thursday, and Friday, 8:30 am - 12:00 pm and 1:00 pm - 4:00 pm; Closed Wednesday, Saturday, and Sunday (Closed on
federal holidays
)",40.86817285,-122.2516337,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
42,Hirz Bay 2 Group Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hirz-bay-2-group-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,April 1 - Sept. 30,"Overnight Use:
Group (nonelectric) Site: $140 per night
Facility can accommodate up to 80 people.",,,40.86561432,-122.2550932,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
43,Hirz Bay Campground,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hirz-bay-campground,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,Open Year Round - Open Year Round,"Overnight Use:
Single Site: $28 per night
Double Site: $56 per night
Additional Vehicle Fee: $12 per vehicle per night
$28 - single site (1 vehicle and 8 people), Additional vehicles, if space allows, will be charged $12/Night.
$56- double site (2 vehicles and 12 people) Additional vehicles, if space allows, will be charged $12/Night.",,"Shasta Lake Ranger Station
Address:
14225 Holiday Road Redding, CA 96003
Phone:
530-275-1587
Hours:
Monday, Thursday, and Friday, 8:30 am - 12:00 pm and 1:00 pm - 4:00 pm; Closed Wednesday, Saturday, and Sunday (Closed on
federal holidays
)",40.86644193,-122.2493556,"Located 20 miles northeast of Redding. From I-5, take exit 698 Salt Creek/Gilman Road. Turn right at end of off ramp and follow Gilman Road east approximately 9 miles.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
44,Hirz Mountain Lookout,https://www.fs.usda.gov/r05/shasta-trinity/recreation/hirz-mountain-lookout,Shasta-Trinity National Forest,https://www.fs.usda.gov/r05/shasta-trinity,May 1 - Oct 15,"Overnight Use:
$100 per night (4 night maximum)
Rental fee
: $100 per night with a four day maximum stay per group/per year.",,,40.89713817,-122.2445154,"From Redding, take Interstate 5 north approx. 20 miles to Gilman Road, exit 698. Turn right (east), and follow Gilman Road approximately five (5) miles to road 35N04. Turn left on to road 35N04.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
