,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
10,Christie Campground,https://www.fs.usda.gov/r05/lassen/recreation/christie-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,May - September,"Overnight Use:
Standard Non-electric Site: $25 per night
RV Non-electric Site: $25 per night
Group Non-electric Site: $40 per night",,,40.567948,-120.836271,"From Susanville, California, take Highway 36 west for 2 miles to County Road A-1. Turn north and continue 14 miles to the Eagle Lake Recreation Area. Continue past Gallatin Road, the first highway you will come to in the lake basin, and follow the signs to Christie Campground. Located on County Road A-1, 2 miles north of Merrill Campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
11,Cold Springs,https://www.fs.usda.gov/r05/lassen/recreation/cold-springs,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,,None.,,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.095045,-121.400339,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
12,Crater Lake,https://www.fs.usda.gov/r05/lassen/recreation/crater-lake,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,June - October,"Overnight Use:
Single Site: $10 per night
$10.00 a night. $5.00 with Interagency pass.",,,40.626958,-121.062117,,Restrooms are available at this site.,Hand pumped water available.,,,False
13,Domingo Springs Campground,https://www.fs.usda.gov/r05/lassen/recreation/domingo-springs-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open May - September. Open season subject to change based on conditions.,"Overnight Use:
Single Site: $14 per night",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.360548,-121.347484,,Restrooms are available at this site.,Potable water is available at this site.,,,False
14,Eagle Campground,https://www.fs.usda.gov/r05/lassen/recreation/eagle-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,,"Overnight Use:
Peak Season:
Single Site (Electric): $50-55 per night
Single Site (Non-electric): $28 per night
Group Site (Non-electric): $50 per night
Non-Peak Season:
Single Site (Electric): $45 per night
Single Site (Non-electric): $25 per night
Group Site (Non-electric): $40 per night",,,40.54785,-120.78306,"From Susanville, California, take Highway 36 west for 2 miles to County Road A-1. Turn north and continue 14 miles to the Eagle Lake Recreation Area. Turn right on Gallatin Road, the first highway you will come to in the lake basin, and follow the signs to Eagle Campground. Located on Gallatin Road, Eagle Campground is located approximately 1 mile from the intersection.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
15,Echo Lake Campground,https://www.fs.usda.gov/r05/lassen/recreation/echo-lake-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,,,,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.432455,-121.164471,,,Potable water is not available at this site.,,,True
16,Elam Campground,https://www.fs.usda.gov/r05/lassen/recreation/elam-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This site is generally open April - September,"Overnight Use:
Single Site: $14 per night",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.24604,-121.448896,,Restrooms are available at this site.,Potable water is available at this site.,,,False
17,Goumaz,https://www.fs.usda.gov/r05/lassen/recreation/goumaz,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,May - October,"No fees are required for this site
No fee.",,,40.413231,-120.86161,,Restrooms are available at this site.,Potable water is available at this site.,,,False
18,Gurnsey Creek Campground,https://www.fs.usda.gov/r05/lassen/recreation/gurnsey-creek-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,Generally open early summer into fall.,"Overnight Use:
Single Site: $14 per night
Group Site: $56 per night (up to 56 people); $112 per night (up to 112)
Fees must be paid upon arrival and before each night of camping.",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.309061,-121.428197,"GPS Info. (Latitude, Longitude):40.30889, -121.4266740°18'32""N, 121°25'36""WFrom the town of Chester, follow Highway 36 west for about 14 miles. Gurnsey Creek Campground is located on the right side of the highway, about 2 miles past the Highway 32 turnoff.",Restrooms are available at this site.,Potable water is available at this site.,,,False
19,Hat Creek Campground,https://www.fs.usda.gov/r05/lassen/recreation/hat-creek-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,April - October,"Overnight Use:
Single Site: $16 per night
Additional Vehicle Fee: $5 per vehicle per night
$16 per site.  Maximum of 2 vehicles per site.  Extra vehicles $5 per night. Check in after 3:00 PM, check out before 2:00 PM.",,,40.66921,-121.443474,,Restrooms are available at this site.,Potable water is available at this site.,,,False
20,Hat Creek Group Camp,https://www.fs.usda.gov/r05/lassen/recreation/hat-creek-group-camp,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,April - October,"Overnight Use:
Group (nonelectric) Site:  $80 per night
$80.00 per group site per night.",,,40.665848,-121.45115,"GPS Info. (Latitude, Longitude):40.66778, -121.4455640°40'4""N, 121°26'44""WFrom Highways 44 and 89, go through Old Station and continue 1 mile west to the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
21,High Bridge Campground,https://www.fs.usda.gov/r05/lassen/recreation/high-bridge-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,May - September,"Overnight Use:
Single Site: $14 per night",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.340056,-121.306956,,Restrooms are available at this site.,Potable water is available at this site.,,,True
22,Hole-in-the-Ground Campground,https://www.fs.usda.gov/r05/lassen/recreation/hole-ground-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open from May to September. Open season subject to change based on weather and other factors.,"Overnight Use:
Single Site: $12 per night",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.311004,-121.565759,,Restrooms are available at this site.,Potable water is available at this site.,,,False
23,Honn Campground,https://www.fs.usda.gov/r05/lassen/recreation/honn-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,April - October,"Overnight Use:
Single Site: $10 per night
Additional Vehicle Fee: $5 per vehicle per night
$10 per night. Maximum two vehicles per site.  Extra vehicles $5 per night.",,,40.779274,-121.503103,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
24,Legacy Campground,https://www.fs.usda.gov/r05/lassen/recreation/legacy-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open from late May through early October. Open season subject to change based on weather and other factors.,"Overnight Use:
Single Site: $30 per night
Double Site: $60 per night
Fees must be paid upon arrival and before each night of camping. This campground is non-reservable, holding sites in advance of camping is prohibited.",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.217401,-121.185402,,Restrooms are available at this site.,Potable water is available at this site.,,,False
25,McCarthy Point Lookout,https://www.fs.usda.gov/r05/lassen/recreation/mccarthy-point-lookout,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,,,,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.184729,-121.675755,,,,,,False
26,Merrill Campground,https://www.fs.usda.gov/r05/lassen/recreation/merrill-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,May - October,"Overnight Use:
Single Site: $35 per night
Single Site with electric hook-up: $50 per night
Single Site with full hook-ups: $60 per night
Double Site with full hook-ups: $80 per night
Standard campsites are $20/night.  Group sites are $60/night.",,,40.54979,-120.810345,"GPS Info. (Latitude, Longitude):40.54812, -120.8120140°32'53""N, 120°48'43""WFrom Susanville, California, take Highway 36 west for 2 miles to County Road A-1. Turn north and continue 14 miles to the Eagle Lake Recreation Area. Continue past Gallatin Road, the first highway you will come to in the lake basin, and follow the signs to Merrill Campground. Located on County Road A-1.",Restrooms are available at this site.,Potable water is available at this site.,,,True
27,Potato Patch Campground,https://www.fs.usda.gov/r05/lassen/recreation/potato-patch-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,mid-April - October,"Overnight Use:
Single Site: $14 per night
A fee of $14/night is required at this site, fee must be paid upon arrival and before each night of camping.",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.188709,-121.533284,,Restrooms are available at this site.,Potable water is available at this site.,,,False
28,Rocky Campground,https://www.fs.usda.gov/r05/lassen/recreation/rocky-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,April - October,"Overnight Use:
Single Site: $12 per night
$10 per night per site. Maximum two vehicles per site. Each additional vehicle, $5 per night.",,,40.498577,-121.55697,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
29,Rocky Knoll Campground,https://www.fs.usda.gov/r05/lassen/recreation/rocky-knoll-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open June - September. Open season is subject to change based on weather and other factors.,"Overnight Use:
Single Site: $12 per night",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.498577,-121.55697,,Restrooms are available at this site.,Potable water is available at this site.,,,True
30,Roxie Peconom Campground,https://www.fs.usda.gov/r05/lassen/recreation/roxie-peconom-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,May - October,"No fees are required for this site
No Fee",,,40.355496,-120.810255,,Restrooms are available at this site.,Potable water is available at this site.,,,False
31,Silver Bowl Campground,https://www.fs.usda.gov/r05/lassen/recreation/silver-bowl-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open June - September,"Overnight Use:
Single Site: $12 per night
*DRINKING WATER NOT CURRENTLY AVAILABLE, Price reduced to $6/night",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.499861,-121.164247,,Restrooms are available at this site.,The hand pump is currently out of service. Water is available from at hand pump at Rocky Knoll Campground.,,,True
32,Soldier Meadows Campground,https://www.fs.usda.gov/r05/lassen/recreation/soldier-meadows-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open May - October,"Overnight Use:
Single Site: $10 per night
Fee must be paid upon arrival and before each night of camping. Fee regulations are strickly enforced.",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.213191,-121.273402,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
33,Warner Creek Campground,https://www.fs.usda.gov/r05/lassen/recreation/warner-creek-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This campground is generally open May - October,"Overnight Use:
Single Site: $10 per night
$10 per site per night. Fee must be paid upon arrival and before each night of camping, fee regulations are strictly enforced.",,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.362496,-121.309078,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
34,West Eagle Campground,https://www.fs.usda.gov/r05/lassen/recreation/west-eagle-campground,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,May 15 - October 10,"Overnight Use:
Group (nonelectric) Site: $140 per night
Large group-West Eagle $125.00.",,,40.547498,-120.787418,"GPS Info. (Latitude, Longitude):40.54861, -120.7813940°32'55""N, 120°46'53""WFrom Susanville, California, take Highway 36 for 2 miles west to County Road A-1. Turn north and continue 14 miles to the Eagle Lake Recreation Area, following the signs to the campground.",Restrooms are available at this site.,Potable water is available at this site.,,,False
35,Willow Lake Dispersed Camping Area,https://www.fs.usda.gov/r05/lassen/recreation/willow-lake-dispersed-camping-area,Lassen National Forest,https://www.fs.usda.gov/r05/lassen,This dispersed camping area is generally open June - October,,,"Almanor Ranger District
Address:
900 E. Hwy 36 Chester, CA 96020
Phone:
(530) 258-2141
Hours:
Monday-Friday: 8:00 a.m. to 4:30 p.m. (Closed on
federal holidays
)",40.402603,-121.353502,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
